,AgendaItemTitle,AgendaItemNumber,Order,AgendaItemDate,ProtocolId,DateOnly,ProtocolDate,LegislaturePeriod,Number,SessionTitle,AgendaItemsCount,MongoId,Id
2831,Chaos an den Flughäfen - Arbeitskräftegewinnung,ZP 11,3,2022-07-07T11:25:00,aefe6a33-eacd-443b-8f24-08da85d07699,2022-07-07,2022-07-07T00:00:00,20,47,47. Sitzung,25,00000000-0000-0000-0000-000000000000,aefe6a33-eacd-443b-8f24-08da85d07699
2832,Vereinbarte Debatte - Ein Jahr nach der Flutkatastrophe,10,4,2022-07-07T12:45:00,aefe6a33-eacd-443b-8f24-08da85d07699,2022-07-07,2022-07-07T00:00:00,20,47,47. Sitzung,25,00000000-0000-0000-0000-000000000000,aefe6a33-eacd-443b-8f24-08da85d07699
2833,Inflation in Deutschland,11,5,2022-07-07T14:05:00,aefe6a33-eacd-443b-8f24-08da85d07699,2022-07-07,2022-07-07T00:00:00,20,47,47. Sitzung,25,00000000-0000-0000-0000-000000000000,aefe6a33-eacd-443b-8f24-08da85d07699
2834,Überweisungen im vereinfachten Verfahren,"32, ZP 12",6,2022-07-07T15:30:00,aefe6a33-eacd-443b-8f24-08da85d07699,2022-07-07,2022-07-07T00:00:00,20,47,47. Sitzung,25,00000000-0000-0000-0000-000000000000,aefe6a33-eacd-443b-8f24-08da85d07699
2835,Abschließende Beratungen ohne Aussprache,"33, ZP 13, ZP 26",7,2022-07-07T15:30:00,aefe6a33-eacd-443b-8f24-08da85d07699,2022-07-07,2022-07-07T00:00:00,20,47,47. Sitzung,25,00000000-0000-0000-0000-000000000000,aefe6a33-eacd-443b-8f24-08da85d07699
2836,Wahlen,"12, 13",8,2022-07-07T15:50:00,aefe6a33-eacd-443b-8f24-08da85d07699,2022-07-07,2022-07-07T00:00:00,20,47,47. Sitzung,25,00000000-0000-0000-0000-000000000000,aefe6a33-eacd-443b-8f24-08da85d07699
2837,Aktuelle Stunde - Gaskrise verhindern - Nordstream II in Betrieb nehmen,ZP 25,9,2022-07-07T15:55:00,aefe6a33-eacd-443b-8f24-08da85d07699,2022-07-07,2022-07-07T00:00:00,20,47,47. Sitzung,25,00000000-0000-0000-0000-000000000000,aefe6a33-eacd-443b-8f24-08da85d07699
2838,Stärkung des Schutzes der Bevölkerung gegen COVID-19,"14, 31, ZP 15, ZP 16",10,2022-07-07T17:05:00,aefe6a33-eacd-443b-8f24-08da85d07699,2022-07-07,2022-07-07T00:00:00,20,47,47. Sitzung,25,00000000-0000-0000-0000-000000000000,aefe6a33-eacd-443b-8f24-08da85d07699
2839,Bezahlbare Mobilität,15,11,2022-07-07T18:05:00,aefe6a33-eacd-443b-8f24-08da85d07699,2022-07-07,2022-07-07T00:00:00,20,47,47. Sitzung,25,00000000-0000-0000-0000-000000000000,aefe6a33-eacd-443b-8f24-08da85d07699
2840,Transatlantische Wirtschafts- und Handelspolitik (CETA),"ZP 17, TOP 9",12,2022-07-07T18:55:00,aefe6a33-eacd-443b-8f24-08da85d07699,2022-07-07,2022-07-07T00:00:00,20,47,47. Sitzung,25,00000000-0000-0000-0000-000000000000,aefe6a33-eacd-443b-8f24-08da85d07699
2841,Antisemitismusskandal bei der documenta,17,13,2022-07-07T19:40:00,aefe6a33-eacd-443b-8f24-08da85d07699,2022-07-07,2022-07-07T00:00:00,20,47,47. Sitzung,25,00000000-0000-0000-0000-000000000000,aefe6a33-eacd-443b-8f24-08da85d07699
2842,Friedensprozess in Kolumbien,16,14,2022-07-07T20:25:00,aefe6a33-eacd-443b-8f24-08da85d07699,2022-07-07,2022-07-07T00:00:00,20,47,47. Sitzung,25,00000000-0000-0000-0000-000000000000,aefe6a33-eacd-443b-8f24-08da85d07699
2843,Änderung des Atomgesetzes,ZP 18,15,2022-07-07T21:10:00,aefe6a33-eacd-443b-8f24-08da85d07699,2022-07-07,2022-07-07T00:00:00,20,47,47. Sitzung,25,00000000-0000-0000-0000-000000000000,aefe6a33-eacd-443b-8f24-08da85d07699
2844,Bereithaltung von Ersatzkraftwerken,"18, ZP 19, ZP 20",16,2022-07-07T21:40:00,aefe6a33-eacd-443b-8f24-08da85d07699,2022-07-07,2022-07-07T00:00:00,20,47,47. Sitzung,25,00000000-0000-0000-0000-000000000000,aefe6a33-eacd-443b-8f24-08da85d07699
2845,Caravaning-Tourismus,23,17,2022-07-07T22:45:00,aefe6a33-eacd-443b-8f24-08da85d07699,2022-07-07,2022-07-07T00:00:00,20,47,47. Sitzung,25,00000000-0000-0000-0000-000000000000,aefe6a33-eacd-443b-8f24-08da85d07699
2846,Aufhebung der Immunität,"ZP 28, 29",18,2022-07-07T23:05:00,aefe6a33-eacd-443b-8f24-08da85d07699,2022-07-07,2022-07-07T00:00:00,20,47,47. Sitzung,25,00000000-0000-0000-0000-000000000000,aefe6a33-eacd-443b-8f24-08da85d07699
2847,Bundeswehrbeschaffungsbeschleunigungsgesetz,20,19,2022-07-07T23:05:00,aefe6a33-eacd-443b-8f24-08da85d07699,2022-07-07,2022-07-07T00:00:00,20,47,47. Sitzung,25,00000000-0000-0000-0000-000000000000,aefe6a33-eacd-443b-8f24-08da85d07699
2848,Bewegungsgipfel - Gesundheit durch Sport,ZP 21,20,2022-07-07T23:40:00,aefe6a33-eacd-443b-8f24-08da85d07699,2022-07-07,2022-07-07T00:00:00,20,47,47. Sitzung,25,00000000-0000-0000-0000-000000000000,aefe6a33-eacd-443b-8f24-08da85d07699
2849,Virtuelle Hauptversammlungen (Aktiengesellschaften),22,21,2022-07-07T23:55:00,aefe6a33-eacd-443b-8f24-08da85d07699,2022-07-07,2022-07-07T00:00:00,20,47,47. Sitzung,25,00000000-0000-0000-0000-000000000000,aefe6a33-eacd-443b-8f24-08da85d07699
2850,Entkriminalisierung von Cannabis,ZP 22,22,2022-07-07T00:15:00,aefe6a33-eacd-443b-8f24-08da85d07699,2022-07-07,2022-07-07T00:00:00,20,47,47. Sitzung,25,00000000-0000-0000-0000-000000000000,aefe6a33-eacd-443b-8f24-08da85d07699
2851,Einsetzung des 1. Untersuchungsausschusses (Afghanistan),8,23,2022-07-07T00:40:00,aefe6a33-eacd-443b-8f24-08da85d07699,2022-07-07,2022-07-07T00:00:00,20,47,47. Sitzung,25,00000000-0000-0000-0000-000000000000,aefe6a33-eacd-443b-8f24-08da85d07699
2852,Hopfengesetz,26,24,2022-07-07T01:05:00,aefe6a33-eacd-443b-8f24-08da85d07699,2022-07-07,2022-07-07T00:00:00,20,47,47. Sitzung,25,00000000-0000-0000-0000-000000000000,aefe6a33-eacd-443b-8f24-08da85d07699
2853,Änderung des § 126a GO-BT,24,25,2022-07-07T01:10:00,aefe6a33-eacd-443b-8f24-08da85d07699,2022-07-07,2022-07-07T00:00:00,20,47,47. Sitzung,25,00000000-0000-0000-0000-000000000000,aefe6a33-eacd-443b-8f24-08da85d07699
2854,Gesetzentwurf NATO-Beitritt Finnland und Schweden,ZP 23,1,2022-07-08T09:05:00,a5c73210-5dfe-4ef4-8f23-08da85d07699,2022-07-08,2022-07-08T00:00:00,20,48,48. Sitzung,9,00000000-0000-0000-0000-000000000000,a5c73210-5dfe-4ef4-8f23-08da85d07699
2855,Biotechnologie- und Pharmastandort Deutschland (IPCEI Health),29,2,2022-07-08T10:30:00,a5c73210-5dfe-4ef4-8f23-08da85d07699,2022-07-08,2022-07-08T00:00:00,20,48,48. Sitzung,9,00000000-0000-0000-0000-000000000000,a5c73210-5dfe-4ef4-8f23-08da85d07699
2856,Bundeswehreinsatz in Kosovo (KFOR),27,3,2022-07-08T11:45:00,a5c73210-5dfe-4ef4-8f23-08da85d07699,2022-07-08,2022-07-08T00:00:00,20,48,48. Sitzung,9,00000000-0000-0000-0000-000000000000,a5c73210-5dfe-4ef4-8f23-08da85d07699
2857,Änderung des Paragraph 126a GO-BT,ZP 30,4,2022-07-08T12:25:00,a5c73210-5dfe-4ef4-8f23-08da85d07699,2022-07-08,2022-07-08T00:00:00,20,48,48. Sitzung,9,00000000-0000-0000-0000-000000000000,a5c73210-5dfe-4ef4-8f23-08da85d07699
2858,Fluggastrechte,30,5,2022-07-08T12:30:00,a5c73210-5dfe-4ef4-8f23-08da85d07699,2022-07-08,2022-07-08T00:00:00,20,48,48. Sitzung,9,00000000-0000-0000-0000-000000000000,a5c73210-5dfe-4ef4-8f23-08da85d07699
2859,Bundeswehreinsatz in Bosnien und Herzegowina (EUFOR ALTHEA),28,6,2022-07-08T13:15:00,a5c73210-5dfe-4ef4-8f23-08da85d07699,2022-07-08,2022-07-08T00:00:00,20,48,48. Sitzung,9,00000000-0000-0000-0000-000000000000,a5c73210-5dfe-4ef4-8f23-08da85d07699
2860,ÖPNV - Anschlussregelung Neun-Euro-Ticket,ZP 24,7,2022-07-08T14:05:00,a5c73210-5dfe-4ef4-8f23-08da85d07699,2022-07-08,2022-07-08T00:00:00,20,48,48. Sitzung,9,00000000-0000-0000-0000-000000000000,a5c73210-5dfe-4ef4-8f23-08da85d07699
2861,Einsetzung Enquete-Kommission: Lehren aus Afghanistan,7,8,2022-07-08T14:55:00,a5c73210-5dfe-4ef4-8f23-08da85d07699,2022-07-08,2022-07-08T00:00:00,20,48,48. Sitzung,9,00000000-0000-0000-0000-000000000000,a5c73210-5dfe-4ef4-8f23-08da85d07699
2862,Aktuelle Stunde - Konsequenzen aus dem Paritätischen Armutsbericht 2022,ZP 14,9,2022-07-08T15:40:00,a5c73210-5dfe-4ef4-8f23-08da85d07699,2022-07-08,2022-07-08T00:00:00,20,48,48. Sitzung,9,00000000-0000-0000-0000-000000000000,a5c73210-5dfe-4ef4-8f23-08da85d07699
2863,"Einbringung Haushaltsgesetzes 2023, Finanzplan des Bundes 2022 - 2026",1,1,2022-09-06T10:30:00,91eba0af-2ee9-4e2c-af74-08da994fc94e,2022-09-06,2022-09-06T00:00:00,20,49,49. Sitzung,6,00000000-0000-0000-0000-000000000000,91eba0af-2ee9-4e2c-af74-08da994fc94e
2864,Allgemeine Finanzdebatte,"1 Epl 20, 32, 60",2,2022-09-06T10:55:00,91eba0af-2ee9-4e2c-af74-08da994fc94e,2022-09-06,2022-09-06T00:00:00,20,49,49. Sitzung,6,00000000-0000-0000-0000-000000000000,91eba0af-2ee9-4e2c-af74-08da994fc94e
2865,"Familie, Senioren, Frauen und Jugend",1 Epl 17,3,2022-09-06T12:05:00,91eba0af-2ee9-4e2c-af74-08da994fc94e,2022-09-06,2022-09-06T00:00:00,20,49,49. Sitzung,6,00000000-0000-0000-0000-000000000000,91eba0af-2ee9-4e2c-af74-08da994fc94e
2866,"Wohnen, Stadtentwicklung, Bauwesen und Kommunen",1 Epl 25,4,2022-09-06T13:45:00,91eba0af-2ee9-4e2c-af74-08da994fc94e,2022-09-06,2022-09-06T00:00:00,20,49,49. Sitzung,6,00000000-0000-0000-0000-000000000000,91eba0af-2ee9-4e2c-af74-08da994fc94e
2867,Digitales und Verkehr,1 Epl 12,5,2022-09-06T15:25:00,91eba0af-2ee9-4e2c-af74-08da994fc94e,2022-09-06,2022-09-06T00:00:00,20,49,49. Sitzung,6,00000000-0000-0000-0000-000000000000,91eba0af-2ee9-4e2c-af74-08da994fc94e
2868,"Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",1 Epl 16,6,2022-09-06T17:15:00,91eba0af-2ee9-4e2c-af74-08da994fc94e,2022-09-06,2022-09-06T00:00:00,20,49,49. Sitzung,6,00000000-0000-0000-0000-000000000000,91eba0af-2ee9-4e2c-af74-08da994fc94e
2869,Wahl des Bundeskanzlers,2,1,2021-12-08T09:00:00,6b7a3c39-325d-4253-ed55-08da0c32b602,2021-12-08,2021-12-08T00:00:00,20,5,5. Sitzung,4,6205403f03957565211831d8,6b7a3c39-325d-4253-ed55-08da0c32b602
2870,Eidesleistung des Bundeskanzlers,3,2,2021-12-08T12:00:00,6b7a3c39-325d-4253-ed55-08da0c32b602,2021-12-08,2021-12-08T00:00:00,20,5,5. Sitzung,4,6205403f03957565211831d8,6b7a3c39-325d-4253-ed55-08da0c32b602
2871,Bekanntgabe der Bildung der Bundesregierung,4,3,2021-12-08T13:40:00,6b7a3c39-325d-4253-ed55-08da0c32b602,2021-12-08,2021-12-08T00:00:00,20,5,5. Sitzung,4,6205403f03957565211831d8,6b7a3c39-325d-4253-ed55-08da0c32b602
2872,Eidesleistung der Bundesministerinnen und Bundesminister,5,4,2021-12-08T13:45:00,6b7a3c39-325d-4253-ed55-08da0c32b602,2021-12-08,2021-12-08T00:00:00,20,5,5. Sitzung,4,6205403f03957565211831d8,6b7a3c39-325d-4253-ed55-08da0c32b602
2873,Bundeskanzler und Bundeskanzleramt,1 Epl 04,1,2022-09-07T09:30:00,fce89a20-5357-4030-af72-08da994fc94e,2022-09-07,2022-09-07T00:00:00,20,50,50. Sitzung,5,00000000-0000-0000-0000-000000000000,fce89a20-5357-4030-af72-08da994fc94e
2874,Auswärtiges Amt,1 Epl 05,2,2022-09-07T13:35:00,fce89a20-5357-4030-af72-08da994fc94e,2022-09-07,2022-09-07T00:00:00,20,50,50. Sitzung,5,00000000-0000-0000-0000-000000000000,fce89a20-5357-4030-af72-08da994fc94e
2875,Verteidigung,1 Epl 14,3,2022-09-07T15:15:00,fce89a20-5357-4030-af72-08da994fc94e,2022-09-07,2022-09-07T00:00:00,20,50,50. Sitzung,5,00000000-0000-0000-0000-000000000000,fce89a20-5357-4030-af72-08da994fc94e
2876,Wirtschaftliche Zusammenarbeit und Entwicklung,1 Epl 23,4,2022-09-07T16:55:00,fce89a20-5357-4030-af72-08da994fc94e,2022-09-07,2022-09-07T00:00:00,20,50,50. Sitzung,5,00000000-0000-0000-0000-000000000000,fce89a20-5357-4030-af72-08da994fc94e
2877,Wirtschaft und Klimaschutz,1 Epl 09,1,2022-09-08T09:05:00,be7b1739-bcf9-4fef-af73-08da994fc94e,2022-09-08,2022-09-08T00:00:00,20,51,51. Sitzung,11,00000000-0000-0000-0000-000000000000,be7b1739-bcf9-4fef-af73-08da994fc94e
2878,Gesundheit,1 Epl 15,2,2022-09-08T10:55:00,be7b1739-bcf9-4fef-af73-08da994fc94e,2022-09-08,2022-09-08T00:00:00,20,51,51. Sitzung,11,00000000-0000-0000-0000-000000000000,be7b1739-bcf9-4fef-af73-08da994fc94e
2879,Stärkung des Schutzes der Bevölkerung vor COVID-19,2,3,2022-09-08T12:40:00,be7b1739-bcf9-4fef-af73-08da994fc94e,2022-09-08,2022-09-08T00:00:00,20,51,51. Sitzung,11,00000000-0000-0000-0000-000000000000,be7b1739-bcf9-4fef-af73-08da994fc94e
2880,Überweisungen im vereinfachten Verfahren,"5, ZP 1",4,2022-09-08T14:15:00,be7b1739-bcf9-4fef-af73-08da994fc94e,2022-09-08,2022-09-08T00:00:00,20,51,51. Sitzung,11,00000000-0000-0000-0000-000000000000,be7b1739-bcf9-4fef-af73-08da994fc94e
2881,Abschließende Beratungen ohne Aussprache,"6, ZP 2",5,2022-09-08T14:15:00,be7b1739-bcf9-4fef-af73-08da994fc94e,2022-09-08,2022-09-08T00:00:00,20,51,51. Sitzung,11,00000000-0000-0000-0000-000000000000,be7b1739-bcf9-4fef-af73-08da994fc94e
2882,Finanzen,1 Epl 08,6,2022-09-08T14:55:00,be7b1739-bcf9-4fef-af73-08da994fc94e,2022-09-08,2022-09-08T00:00:00,20,51,51. Sitzung,11,00000000-0000-0000-0000-000000000000,be7b1739-bcf9-4fef-af73-08da994fc94e
2883,Justiz,1 Epl 07,7,2022-09-08T16:05:00,be7b1739-bcf9-4fef-af73-08da994fc94e,2022-09-08,2022-09-08T00:00:00,20,51,51. Sitzung,11,00000000-0000-0000-0000-000000000000,be7b1739-bcf9-4fef-af73-08da994fc94e
2884,Arbeit und Soziales,1 Epl 11,8,2022-09-08T17:45:00,be7b1739-bcf9-4fef-af73-08da994fc94e,2022-09-08,2022-09-08T00:00:00,20,51,51. Sitzung,11,00000000-0000-0000-0000-000000000000,be7b1739-bcf9-4fef-af73-08da994fc94e
2885,Ernährung und Landwirtschaft,1 Epl 10,9,2022-09-08T19:25:00,be7b1739-bcf9-4fef-af73-08da994fc94e,2022-09-08,2022-09-08T00:00:00,20,51,51. Sitzung,11,00000000-0000-0000-0000-000000000000,be7b1739-bcf9-4fef-af73-08da994fc94e
2886,Bildung und Forschung,1 Epl 30,10,2022-09-08T21:05:00,be7b1739-bcf9-4fef-af73-08da994fc94e,2022-09-08,2022-09-08T00:00:00,20,51,51. Sitzung,11,00000000-0000-0000-0000-000000000000,be7b1739-bcf9-4fef-af73-08da994fc94e
2887,Inneres und Heimat,1 Epl 06,1,2022-09-09T09:10:00,7c1b6f57-7b32-4155-af71-08da994fc94e,2022-09-09,2022-09-09T00:00:00,20,52,52. Sitzung,3,00000000-0000-0000-0000-000000000000,7c1b6f57-7b32-4155-af71-08da994fc94e
2888,Schlussrunde Haushaltsgesetz 2023,1,2,2022-09-09T11:00:00,7c1b6f57-7b32-4155-af71-08da994fc94e,2022-09-09,2022-09-09T00:00:00,20,52,52. Sitzung,3,00000000-0000-0000-0000-000000000000,7c1b6f57-7b32-4155-af71-08da994fc94e
2889,Befragung der Bundesregierung (einleitend BMEL),1,1,2022-09-21T13:15:00,814a2fd1-c13c-475c-6607-08daea4d023a,2022-09-21,2022-09-21T00:00:00,20,53,53. Sitzung,7,00000000-0000-0000-0000-000000000000,814a2fd1-c13c-475c-6607-08daea4d023a
2890,Fragestunde,2,2,2022-09-21T14:25:00,814a2fd1-c13c-475c-6607-08daea4d023a,2022-09-21,2022-09-21T00:00:00,20,53,53. Sitzung,7,00000000-0000-0000-0000-000000000000,814a2fd1-c13c-475c-6607-08daea4d023a
2891,"Aktuelle Stunde zur Antwort der BReg auf die Frage 5, Gas- und Ölimporte",ZP 9,3,2022-09-21T15:35:00,814a2fd1-c13c-475c-6607-08daea4d023a,2022-09-21,2022-09-21T00:00:00,20,53,53. Sitzung,7,00000000-0000-0000-0000-000000000000,814a2fd1-c13c-475c-6607-08daea4d023a
2892,Grundbildung im globalen Süden,3,4,2022-09-21T16:50:00,814a2fd1-c13c-475c-6607-08daea4d023a,2022-09-21,2022-09-21T00:00:00,20,53,53. Sitzung,7,00000000-0000-0000-0000-000000000000,814a2fd1-c13c-475c-6607-08daea4d023a
2893,"Fortsetzung des Bundesprogramms ""Sprach-Kitas""",29,5,2022-09-21T17:35:00,814a2fd1-c13c-475c-6607-08daea4d023a,2022-09-21,2022-09-21T00:00:00,20,53,53. Sitzung,7,00000000-0000-0000-0000-000000000000,814a2fd1-c13c-475c-6607-08daea4d023a
2894,Modernisierung des Steuerverfahrensrechts,5,6,2022-09-21T18:30:00,814a2fd1-c13c-475c-6607-08daea4d023a,2022-09-21,2022-09-21T00:00:00,20,53,53. Sitzung,7,00000000-0000-0000-0000-000000000000,814a2fd1-c13c-475c-6607-08daea4d023a
2895,"Gasumlage, Inflation, Nord Stream, Kernkraft",6,7,2022-09-21T19:15:00,814a2fd1-c13c-475c-6607-08daea4d023a,2022-09-21,2022-09-21T00:00:00,20,53,53. Sitzung,7,00000000-0000-0000-0000-000000000000,814a2fd1-c13c-475c-6607-08daea4d023a
2896,Digital- und Gigabitstrategie der Bundesregierung,7,1,2022-09-22T09:05:00,53ce5377-947f-4615-6606-08daea4d023a,2022-09-22,2022-09-22T00:00:00,20,54,54. Sitzung,22,00000000-0000-0000-0000-000000000000,53ce5377-947f-4615-6606-08daea4d023a
2897,Änderung des Atomgesetzes (Gesetzentwurf CDU/CSU),ZP 2,2,2022-09-22T10:25:00,53ce5377-947f-4615-6606-08daea4d023a,2022-09-22,2022-09-22T00:00:00,20,54,54. Sitzung,22,00000000-0000-0000-0000-000000000000,53ce5377-947f-4615-6606-08daea4d023a
2898,Inflationsausgleichsgesetz,9,3,2022-09-22T11:45:00,53ce5377-947f-4615-6606-08daea4d023a,2022-09-22,2022-09-22T00:00:00,20,54,54. Sitzung,22,00000000-0000-0000-0000-000000000000,53ce5377-947f-4615-6606-08daea4d023a
2899,Krisengewinne von Energiekonzernen,10,4,2022-09-22T13:00:00,53ce5377-947f-4615-6606-08daea4d023a,2022-09-22,2022-09-22T00:00:00,20,54,54. Sitzung,22,00000000-0000-0000-0000-000000000000,53ce5377-947f-4615-6606-08daea4d023a
2900,Überweisungen im vereinfachten Verfahren,35,5,2022-09-22T14:15:00,53ce5377-947f-4615-6606-08daea4d023a,2022-09-22,2022-09-22T00:00:00,20,54,54. Sitzung,22,00000000-0000-0000-0000-000000000000,53ce5377-947f-4615-6606-08daea4d023a
2901,Abschließende Beratungen ohne Aussprache,"36, ZP 3",6,2022-09-22T14:15:00,53ce5377-947f-4615-6606-08daea4d023a,2022-09-22,2022-09-22T00:00:00,20,54,54. Sitzung,22,00000000-0000-0000-0000-000000000000,53ce5377-947f-4615-6606-08daea4d023a
2902,Wahlen zu Gremien,"11, 12, 13",7,2022-09-22T14:20:00,53ce5377-947f-4615-6606-08daea4d023a,2022-09-22,2022-09-22T00:00:00,20,54,54. Sitzung,22,00000000-0000-0000-0000-000000000000,53ce5377-947f-4615-6606-08daea4d023a
2903,Aktuelle Stunde - Gewährleistung der Energieversorgung,ZP 4,8,2022-09-22T14:30:00,53ce5377-947f-4615-6606-08daea4d023a,2022-09-22,2022-09-22T00:00:00,20,54,54. Sitzung,22,00000000-0000-0000-0000-000000000000,53ce5377-947f-4615-6606-08daea4d023a
2904,Änderung des Energiesicherungsgesetzes,14,9,2022-09-22T16:05:00,53ce5377-947f-4615-6606-08daea4d023a,2022-09-22,2022-09-22T00:00:00,20,54,54. Sitzung,22,00000000-0000-0000-0000-000000000000,53ce5377-947f-4615-6606-08daea4d023a
2905,Unterstützung der Ukraine mit schweren Waffen,15,10,2022-09-22T16:50:00,53ce5377-947f-4615-6606-08daea4d023a,2022-09-22,2022-09-22T00:00:00,20,54,54. Sitzung,22,00000000-0000-0000-0000-000000000000,53ce5377-947f-4615-6606-08daea4d023a
2906,Änderung von Verbrauchsteuergesetzen,"16, ZP 5",11,2022-09-22T17:40:00,53ce5377-947f-4615-6606-08daea4d023a,2022-09-22,2022-09-22T00:00:00,20,54,54. Sitzung,22,00000000-0000-0000-0000-000000000000,53ce5377-947f-4615-6606-08daea4d023a
2907,Pandemiebedingte Lernrückstände bei Kindern und Jugendlichen,17,12,2022-09-22T18:35:00,53ce5377-947f-4615-6606-08daea4d023a,2022-09-22,2022-09-22T00:00:00,20,54,54. Sitzung,22,00000000-0000-0000-0000-000000000000,53ce5377-947f-4615-6606-08daea4d023a
2908,Änderung des Bundesausbildungsförderungsgesetzes,18,13,2022-09-22T19:20:00,53ce5377-947f-4615-6606-08daea4d023a,2022-09-22,2022-09-22T00:00:00,20,54,54. Sitzung,22,00000000-0000-0000-0000-000000000000,53ce5377-947f-4615-6606-08daea4d023a
2909,Strom- und Gassperren,19,14,2022-09-22T20:15:00,53ce5377-947f-4615-6606-08daea4d023a,2022-09-22,2022-09-22T00:00:00,20,54,54. Sitzung,22,00000000-0000-0000-0000-000000000000,53ce5377-947f-4615-6606-08daea4d023a
2910,Änderungsgesetz zur Europäischen Bürgerinitiative,20,15,2022-09-22T20:55:00,53ce5377-947f-4615-6606-08daea4d023a,2022-09-22,2022-09-22T00:00:00,20,54,54. Sitzung,22,00000000-0000-0000-0000-000000000000,53ce5377-947f-4615-6606-08daea4d023a
2911,Nachhaltige Verwendung von Pflanzenschutzmitteln,"21, ZP 6",16,2022-09-22T21:20:00,53ce5377-947f-4615-6606-08daea4d023a,2022-09-22,2022-09-22T00:00:00,20,54,54. Sitzung,22,00000000-0000-0000-0000-000000000000,53ce5377-947f-4615-6606-08daea4d023a
2912,Arbeitsweise der EU im Kriminalitätsbereich,22,17,2022-09-22T21:50:00,53ce5377-947f-4615-6606-08daea4d023a,2022-09-22,2022-09-22T00:00:00,20,54,54. Sitzung,22,00000000-0000-0000-0000-000000000000,53ce5377-947f-4615-6606-08daea4d023a
2913,Kuba-Politik,23,18,2022-09-22T22:10:00,53ce5377-947f-4615-6606-08daea4d023a,2022-09-22,2022-09-22T00:00:00,20,54,54. Sitzung,22,00000000-0000-0000-0000-000000000000,53ce5377-947f-4615-6606-08daea4d023a
2914,Änderung des Europawahlgesetzes,24,19,2022-09-22T22:35:00,53ce5377-947f-4615-6606-08daea4d023a,2022-09-22,2022-09-22T00:00:00,20,54,54. Sitzung,22,00000000-0000-0000-0000-000000000000,53ce5377-947f-4615-6606-08daea4d023a
2915,Änderung des Atomgesetzes (Gesetzentwurf AfD),25,20,2022-09-22T23:00:00,53ce5377-947f-4615-6606-08daea4d023a,2022-09-22,2022-09-22T00:00:00,20,54,54. Sitzung,22,00000000-0000-0000-0000-000000000000,53ce5377-947f-4615-6606-08daea4d023a
2916,Änderung des Art. 82 GG,26,21,2022-09-22T23:20:00,53ce5377-947f-4615-6606-08daea4d023a,2022-09-22,2022-09-22T00:00:00,20,54,54. Sitzung,22,00000000-0000-0000-0000-000000000000,53ce5377-947f-4615-6606-08daea4d023a
2917,Änderung des Bundesfernstraßenmautgesetzes,27,22,2022-09-22T23:40:00,53ce5377-947f-4615-6606-08daea4d023a,2022-09-22,2022-09-22T00:00:00,20,54,54. Sitzung,22,00000000-0000-0000-0000-000000000000,53ce5377-947f-4615-6606-08daea4d023a
2918,Finanzielle Stabilisierung der gesetzlichen Krankenversicherung,28,1,2022-09-23T09:05:00,9da5b5a2-6748-4604-6605-08daea4d023a,2022-09-23,2022-09-23T00:00:00,20,55,55. Sitzung,8,00000000-0000-0000-0000-000000000000,9da5b5a2-6748-4604-6605-08daea4d023a
2919,Energiepolitische Perspektive für Bürger und Unternehmen,ZP 7,2,2022-09-23T10:30:00,9da5b5a2-6748-4604-6605-08daea4d023a,2022-09-23,2022-09-23T00:00:00,20,55,55. Sitzung,8,00000000-0000-0000-0000-000000000000,9da5b5a2-6748-4604-6605-08daea4d023a
2920,16. Kinder- und Jugendbericht,30,3,2022-09-23T11:45:00,9da5b5a2-6748-4604-6605-08daea4d023a,2022-09-23,2022-09-23T00:00:00,20,55,55. Sitzung,8,00000000-0000-0000-0000-000000000000,9da5b5a2-6748-4604-6605-08daea4d023a
2921,Maßnahmenpaket zur Bekämpfung von Energiekrise und Inflation,31,4,2022-09-23T12:35:00,9da5b5a2-6748-4604-6605-08daea4d023a,2022-09-23,2022-09-23T00:00:00,20,55,55. Sitzung,8,00000000-0000-0000-0000-000000000000,9da5b5a2-6748-4604-6605-08daea4d023a
2922,Verordnungsermächtigungen beim Kurzarbeitergeld,32,5,2022-09-23T13:20:00,9da5b5a2-6748-4604-6605-08daea4d023a,2022-09-23,2022-09-23T00:00:00,20,55,55. Sitzung,8,00000000-0000-0000-0000-000000000000,9da5b5a2-6748-4604-6605-08daea4d023a
2923,Bewegungsgipfel - Sport in Deutschland,33,6,2022-09-23T14:05:00,9da5b5a2-6748-4604-6605-08daea4d023a,2022-09-23,2022-09-23T00:00:00,20,55,55. Sitzung,8,00000000-0000-0000-0000-000000000000,9da5b5a2-6748-4604-6605-08daea4d023a
2924,Kohlendioxidkostenaufteilungsgesetz,34,7,2022-09-23T14:50:00,9da5b5a2-6748-4604-6605-08daea4d023a,2022-09-23,2022-09-23T00:00:00,20,55,55. Sitzung,8,00000000-0000-0000-0000-000000000000,9da5b5a2-6748-4604-6605-08daea4d023a
2925,Aktuelle Stunde - Lehren aus dem ARD-Skandal,ZP 8,8,2022-09-23T15:35:00,9da5b5a2-6748-4604-6605-08daea4d023a,2022-09-23,2022-09-23T00:00:00,20,55,55. Sitzung,8,00000000-0000-0000-0000-000000000000,9da5b5a2-6748-4604-6605-08daea4d023a
